Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,
APPF,"AppFolio, Inc.",63.15,2157876926.4,n/a,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/appf,
APPN,Appian Corporation,35.55,2177759263.05,n/a,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/appn,
AAPL,Apple Inc.,184.92,908907318960,n/a,1980,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/aapl,
ARCI,"Appliance Recycling Centers of America, Inc.",0.6977,4796942.1605,n/a,n/a,Consumer Services,Home Furnishings,https://www.nasdaq.com/symbol/arci,
APDN,Applied DNA Sciences Inc,1.4,42156879.8,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/apdn,
APDNW,Applied DNA Sciences Inc,0.24,0,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/apdnw,
AGTC,Applied Genetic Technologies Corporation,4.35,78780831.6,n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/agtc,
AMAT,"Applied Materials, Inc.",47.96,48345970665.52,n/a,1972,Technology,Semiconductors,https://www.nasdaq.com/symbol/amat,
AAOI,"Applied Optoelectronics, Inc.",43.75,856581818.75,n/a,2013,Technology,Semiconductors,https://www.nasdaq.com/symbol/aaoi,
AREX,Approach Resources Inc.,2.55,241299518.1,n/a,2007,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/arex,
APTI,"Apptio, Inc.",36.39,1589330557.14,n/a,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/apti,
APRI,"Apricus Biosciences, Inc.",0.408,9563960.64,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/apri,
APVO,Aptevo Therapeutics Inc.,5.54,125127171.28,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/apvo,
APTX,Aptinyx Inc.,20,629391180,n/a,2018,n/a,n/a,https://www.nasdaq.com/symbol/aptx,
APTO,"Aptose Biosciences, Inc.",4.06,126831107.34,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/apto,
AQMS,"Aqua Metals, Inc.",3.26,93543124.6,n/a,2015,Basic Industries,Metal Fabrications,https://www.nasdaq.com/symbol/aqms,
AQB,"AquaBounty Technologies, Inc.",3.01,38608728.2,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aqb,
AQXP,"Aquinox Pharmaceuticals, Inc.",15.51,364612213.02,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aqxp,
ARDM,Aradigm Corporation,1.669,25387946.768,n/a,1996,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/ardm,
ARLZ,Aralez Pharmaceuticals Inc.,0.39,26119369.38,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arlz,
PETX,"Aratana Therapeutics, Inc.",4.61,217410831.61,n/a,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/petx,
ABUS,Arbutus Biopharma Corporation,6.8,375142379.6,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/abus,
ARCW,"ARC Group Worldwide, Inc.",2.5,58265152.5,n/a,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/arcw,
ABIO,"ARCA biopharma, Inc.",0.5315,7400512.9875,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/abio,
RKDA,"Arcadia Biosciences, Inc.",8.37,39961426.68,n/a,2015,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/rkda,
ARCB,ArcBest Corporation,47.8,1225664225.8,n/a,n/a,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/arcb,
ACGL,Arch Capital Group Ltd.,26.48,10786018801.12,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/acgl,
ACGLO,Arch Capital Group Ltd.,24.43,0,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/acglo,
ACGLP,Arch Capital Group Ltd.,24,0,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/acglp,
FUV,"Arcimoto, Inc.",4.11,65427973.65,n/a,2017,Consumer Non-Durables,Motor Vehicles,https://www.nasdaq.com/symbol/fuv,
ARCT,Arcturus Therapeutics Ltd.,9.4,97049689,n/a,2013,n/a,n/a,https://www.nasdaq.com/symbol/arct,
ARDX,"Ardelyx, Inc.",4.15,249429807.2,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ardx,
ARNA,"Arena Pharmaceuticals, Inc.",43.48,2140698407.12,n/a,2000,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arna,
ARCC,Ares Capital Corporation,16.56,7059498192,n/a,2004,n/a,n/a,https://www.nasdaq.com/symbol/arcc,
ARGX,argenx SE,88,1527947696,17363042,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/argx,
ARKR,Ark Restaurants Corp.,25.95,89480296.95,n/a,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/arkr,
ARMO,"ARMO BioSciences, Inc.",49.98,1519647347.82,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/armo,
ARTX,Arotech Corporation,3.9,103345561.8,n/a,1994,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/artx,
ARQL,"ArQule, Inc.",4.76,414716556.52,n/a,1996,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arql,
ARRY,Array BioPharma Inc.,19.37,4080040510.78,n/a,2000,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arry,
ARRS,ARRIS International plc,24.61,4583934324.97,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/arrs,
DWCR,Arrow DWA Country Rotation ETF,29.9457,14972850,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwcr,
DWAT,Arrow DWA Tactical ETF,11.9343,5967150,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwat,
AROW,Arrow Financial Corporation,37.25,520359069.75,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/arow,
ARWR,"Arrowhead Pharmaceuticals, Inc.",13.26,1161273512.88,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arwr,
ASNS,"Arsanis, Inc.",18.94,270736333.74,n/a,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/asns,
ARTNA,Artesian Resources Corporation,39.15,361368359.1,n/a,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/artna,
ARTW,"Art&#39;s-Way Manufacturing Co., Inc.",2.75,11551281.5,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/artw,
ASNA,"Ascena Retail Group, Inc.",4.25,833913418.5,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/asna,
ASND,Ascendis Pharma A/S,66.78,2516937598.98,37689991,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asnd,
ASCMA,"Ascent Capital Group, Inc.",2.53,31368652.81,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/ascma,
APWC,Asia Pacific Wire & Cable Corporation Limited,2.5,34549172.5,n/a,n/a,Basic Industries,Telecommunications Equipment,https://www.nasdaq.com/symbol/apwc,
ASLN,ASLAN Pharmaceuticals Limited,8.73,65475000,7500000,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asln,
ASML,ASML Holding N.V.,206.37,15427766773.26,74757798,1995,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/asml,
ASPU,Aspen Group Inc.,7.55,138559638.5,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/aspu,
AZPN,"Aspen Technology, Inc.",92.26,6589544934.14,n/a,1994,Technology,EDP Services,https://www.nasdaq.com/symbol/azpn,
ASMB,"Assembly Biosciences, Inc.",44.18,907930721.24,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asmb,
ASFI,"Asta Funding, Inc.",3.55,23514543.25,n/a,1995,Finance,Finance Companies,https://www.nasdaq.com/symbol/asfi,
ASTE,"Astec Industries, Inc.",60.38,1394022706.58,n/a,1986,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/aste,
ATRO,Astronics Corporation,36.86,1035461130.94,n/a,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/atro,
ALOT,"AstroNova, Inc.",19,130309809,n/a,1983,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/alot,
ASTC,Astrotech Corporation,4.4,18097499.2,n/a,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/astc,
ASUR,Asure Software Inc,17.2,257954901.6,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/asur,
ASV,"ASV Holdings, Inc.",6,58933302,n/a,2017,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/asv,
ATAI,ATA Inc.,5.1899,54816829.2487,10562213,2008,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/atai,
ATRA,"Atara Biotherapeutics, Inc.",42.25,1856865783.5,n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/atra,
ATHN,"athenahealth, Inc.",160.65,6491821678.65,n/a,2007,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/athn,
ATNX,"Athenex, Inc.",19.05,1210024167.45,n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atnx,
ATHX,"Athersys, Inc.",2.04,281435431.8,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/athx,
ATAC,Atlantic Acquisition Corp.,10.15,20263967.5,n/a,2017,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/atac,
ATACR,Atlantic Acquisition Corp.,0.58,0,n/a,2017,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/atacr,
ATACU,Atlantic Acquisition Corp.,10.7,0,n/a,2017,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/atacu,
AAME,Atlantic American Corporation,2.6,52687640.2,n/a,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/aame,
ACBI,"Atlantic Capital Bancshares, Inc.",21,546781599,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/acbi,
AY,Atlantica Yield plc,20.25,2029399515,n/a,2014,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/ay,
ATLC,Atlanticus Holdings Corporation,2.0156,30939304.7988,n/a,1995,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/atlc,
AAWW,Atlas Air Worldwide Holdings,73.55,1880070242.9,n/a,n/a,Transportation,Transportation Services,https://www.nasdaq.com/symbol/aaww,
AFH,"Atlas Financial Holdings, Inc.",9.55,113998063.5,n/a,2013,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afh,
AFHBL,"Atlas Financial Holdings, Inc.",24.8004,0,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afhbl,
TEAM,Atlassian Corporation Plc,64.19,15021316358.79,n/a,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/team,
ATNI,"ATN International, Inc.",50.08,800479771.68,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/atni,
ATOM,Atomera Incorporated,6.04,74660856.76,n/a,2016,Technology,Semiconductors,https://www.nasdaq.com/symbol/atom,
ATOS,Atossa Genetics Inc.,2.43,6444243.36,n/a,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atos,
ATRC,"AtriCure, Inc.",27.75,972361359.75,n/a,2005,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atrc,
ATRI,Atrion Corporation,604.05,1118605160.1,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atri,
ATIS,Attis Industries Inc.,0.413,7345741.074,n/a,n/a,Basic Industries,Miscellaneous,https://www.nasdaq.com/symbol/atis,
ATISW,Attis Industries Inc.,0.06,0,n/a,n/a,Basic Industries,Miscellaneous,https://www.nasdaq.com/symbol/atisw,
ATTU,Attunity Ltd.,12.13,251542575.64,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/attu,
LIFE,"aTyr Pharma, Inc.",1.15,34303031.45,n/a,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/life,
AUBN,"Auburn National Bancorporation, Inc.",50.7,184735488.6,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/aubn,
BOLD,"Audentes Therapeutics, Inc.",41.59,1528167197.39,n/a,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/bold,
AUDC,AudioCodes Ltd.,7.49,216403154.73,n/a,1999,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/audc,
AUPH,Aurinia Pharmaceuticals Inc,5.73,482466360.99,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/auph,
EARS,Auris Medical Holding AG,0.79,4832736.52,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ears,
ADSK,"Autodesk, Inc.",136.51,29915495826.37,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/adsk,
AUTL,Autolus Therapeutics plc,25,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/autl,
ADP,"Automatic Data Processing, Inc.",139.09,61272250045.16,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/adp,
AUTO,"AutoWeb, Inc.",4.12,53091247,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/auto,
AVDL,Avadel Pharmaceuticals plc,6.27,262184627.1,41815730,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/avdl,
ATXI,"Avenue Therapeutics, Inc.",4.02,42423240.9,n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atxi,
AVEO,"AVEO Pharmaceuticals, Inc.",2.4,285281930.4,n/a,2010,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aveo,
AVNW,"Aviat Networks, Inc.",16.48,88156612.32,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/avnw,
CDMO,"Avid Bioservices, Inc.",3.53,196099382.49,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cdmo,
CDMOP,"Avid Bioservices, Inc.",25.1,17570000,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cdmop,
AVID,"Avid Technology, Inc.",5.41,224525435.89,n/a,1993,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/avid,
AVGR,"Avinger, Inc.",1.6,14509395.2,n/a,2015,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/avgr,
CAR,"Avis Budget Group, Inc.",41.81,3397440587.83,n/a,n/a,Consumer Services,Rental/Leasing Companies,https://www.nasdaq.com/symbol/car,
AHPA,Avista Healthcare Public Acquisition Corp.,10.05,389437500,n/a,2016,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/ahpa,
AHPAU,Avista Healthcare Public Acquisition Corp.,10.25,0,n/a,2016,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/ahpau,
AHPAW,Avista Healthcare Public Acquisition Corp.,0.4131,0,n/a,2016,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/ahpaw,
AVT,"Avnet, Inc.",43.09,5083826842.37,n/a,n/a,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/avt,
AVRO,"AVROBIO, Inc.",30.74,685922738.38,n/a,2018,n/a,n/a,https://www.nasdaq.com/symbol/avro,
AWRE,"Aware, Inc.",3.95,85109931.1,n/a,1996,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/awre,
ACLS,"Axcelis Technologies, Inc.",20.45,657376804.25,n/a,2000,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/acls,
AXGN,"AxoGen, Inc.",51.35,1958891840.75,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/axgn,
AAXN,"Axon Enterprise, Inc.",67.65,3942567043.8,n/a,n/a,Capital Goods,Ordnance And Accessories,https://www.nasdaq.com/symbol/aaxn,
AXON          ,Axovant Sciences Ltd.,2.41,259769258.34,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/axon,
AXSM,"Axsome Therapeutics, Inc.",3.4,87330672.8,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/axsm,
AXTI,AXT Inc,7.35,289871262.45,n/a,1998,Technology,Semiconductors,https://www.nasdaq.com/symbol/axti,
AYTU,"Aytu BioScience, Inc.",0.3125,11213459.0625,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aytu,
AZRX,"AzurRx BioPharma, Inc.",3.46,57997886.7,n/a,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/azrx,
BCOM,B Communications Ltd.,9.31,278267008.95,n/a,n/a,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/bcom,
RILY,"B. Riley Financial, Inc.",22,566226144,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rily,
RILYG,"B. Riley Financial, Inc.",24.99,0,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyg,
RILYH,"B. Riley Financial, Inc.",25.55,0,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyh,
RILYL,"B. Riley Financial, Inc.",25.57,0,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyl,
RILYZ,"B. Riley Financial, Inc.",25.05,0,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyz,
BOSC,B.O.S. Better Online Solutions,2.24,7518983.36,n/a,n/a,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/bosc,
BIDU,"Baidu, Inc.",259,72710732780,280736420,2005,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/bidu,
BCPC,Balchem Corporation,97.83,3141102160.8,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/bcpc,
BWINA,"Baldwin & Lyons, Inc.",23.5863,354766043.2833,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/bwina,
BWINB,"Baldwin & Lyons, Inc.",25.1,377533894.1,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/bwinb,
BLDP,"Ballard Power Systems, Inc.",2.85,509332178.25,n/a,n/a,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/bldp,
BANF,BancFirst Corporation,61.6,2015134044,n/a,1993,Finance,Major Banks,https://www.nasdaq.com/symbol/banf,
BANFP,BancFirst Corporation,33.53,33530000,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/banfp,
BCTF,"Bancorp 34, Inc.",15.7,53443820.5,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/bctf,
BAND,Bandwidth Inc.,39.51,699970459.86,n/a,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/band,
BOCH,Bank of Commerce Holdings (CA),12.5,203942525,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/boch,
BMRC,Bank of Marin Bancorp,86.35,603061319.3,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bmrc,
BMLP,Bank Of Montreal,50.2299,50229900,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bmlp,
BKSC,Bank of South Carolina Corp.,20.2428,111156797.7756,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bksc,
BOTJ,"Bank of the James Financial Group, Inc.",16.24,71105800.64,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/botj,
OZRK,Bank of the Ozarks,47.05,6051388022.55,n/a,1997,Finance,Major Banks,https://www.nasdaq.com/symbol/ozrk,
BFIN,BankFinancial Corporation,18.13,321609049.02,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/bfin,
BWFG,"Bankwell Financial Group, Inc.",32.79,256870433.16,n/a,2014,Finance,Major Banks,https://www.nasdaq.com/symbol/bwfg,
BANR,Banner Corporation,62.08,2011890874.88,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/banr,
BZUN,Baozun Inc.,60.82,2330937265.14,38325177,2015,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/bzun,
DFVL,Barclays PLC,62.64,4585248,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dfvl,
DFVS,Barclays PLC,36.643,4441131.6,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dfvs,
DLBL,Barclays PLC,75.08,4346155.96,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dlbl,
DLBS,Barclays PLC,20,19458840,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dlbs,
DTUL,Barclays PLC,56.75,4768872.75,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dtul,
DTUS,Barclays PLC,39.62,10420178.86,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dtus,
DTYL,Barclays PLC,72.41,4981301.13,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dtyl,
DTYS,Barclays PLC,22.6727,67256728.0613,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dtys,
FLAT,Barclays PLC,63,4796946,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/flat,
STPP,Barclays PLC,30.75,4114350,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/stpp,
TAPR,Barclays PLC,26.26,17331600,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/tapr,
BHAC,Barington/Hilco Acquisition Corp.,10.47,22418657.16,n/a,2015,Finance,Business Services,https://www.nasdaq.com/symbol/bhac,
BHACR,Barington/Hilco Acquisition Corp.,0.13,0,n/a,2015,Finance,Business Services,https://www.nasdaq.com/symbol/bhacr,
BHACU,Barington/Hilco Acquisition Corp.,20.58,0,n/a,2015,Finance,Business Services,https://www.nasdaq.com/symbol/bhacu,
BHACW,Barington/Hilco Acquisition Corp.,0.087,0,n/a,2015,Finance,Business Services,https://www.nasdaq.com/symbol/bhacw,
